ID_site;Bloc;Coupe;Exclos;Analogue;Diam_bas;Diam_api;Longueur ;Classe;Diam_bas_m;Diam_api_m
DCPAEA1;D;partielle;avec;1;18,3;12,2;616;4;0,183;0,122
DCPAEA1;D;partielle;avec;1;9,1;7,4;113;4;0,091;0,074
DCPAEA1;D;partielle;avec;1;17,8;10,4;326;4;0,178;0,104
DCPAEA1;D;partielle;avec;1;20;7,9;365;4;0,2;0,079
DCPAEA1;D;partielle;avec;1;14,6;12,9;195;4;0,146;0,129
DCPAEA1;D;partielle;avec;1;15,8;13,2;108;4;0,158;0,132
DCPAEA3;D;partielle;avec;3;25,5;20,7;253;3;0,255;0,207
DCPAEA3;D;partielle;avec;3;31,5;18,2;548;4;0,315;0,182
DCPAEA3;D;partielle;avec;3;27,5;15,3;548;3;0,275;0,153
DCPAEA3;D;partielle;avec;3;15,3;8,7;338;4;0,153;0,087
DCPAEA3;D;partielle;avec;3;11,4;5,1;269;3;0,114;0,051
DCPAEA3;D;partielle;avec;3;9,6;8,2;472;2;0,096;0,082
DCPAEA3;D;partielle;avec;3;16,3;10,4;182;2;0,163;0,104
DCPAEA3;D;partielle;avec;3;11,9;7,5;124;4;0,119;0,075
DCPAEA3;D;partielle;avec;3;9,3;6,3;350;3;0,093;0,063
DCPAEA3;D;partielle;avec;3;13,6;5;433;3;0,136;0,05
DCPAEA3;D;partielle;avec;3;14,9;6,5;485;2;0,149;0,065
DCPAEA3;D;partielle;avec;3;9,2;5,9;440;3;0,092;0,059
DCPAEA3;D;partielle;avec;3;16,2;11,4;414;3;0,162;0,114
DCPAEA3;D;partielle;avec;3;10,2;5,4;493;4;0,102;0,054
DCPAEA3;D;partielle;avec;3;14;13,2;125;4;0,14;0,132
